ACRS Report Type,Route Type,Cross-Street Type,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Injury Severity,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Second Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Continuing Dir,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Equipment Problems,Latitude,Longitude,Fault
1,9,0,16,3,10,3,7,8,1,1,13,13,18,6,2,2,35,0,0,2015,4,39.10418079,-77.02705622,1
1,3,0,4,2,0,1,7,8,1,0,12,12,18,6,2,1,45,0,0,2013,4,39.12242833,-77.17774833,1
1,3,0,6,2,0,1,7,8,2,1,1,1,16,20,4,2,45,0,0,2005,4,39.058505,-76.96065333,0
1,0,0,15,3,0,4,1,8,3,1,12,12,14,10,2,2,50,0,0,2000,4,39.05820167,-77.14447833,1
2,3,8,15,3,0,4,1,8,1,1,6,6,18,9,1,1,35,0,0,2002,4,39.00555900000001,-77.080199,1
2,3,0,7,2,0,4,1,8,1,5,12,12,18,12,1,1,30,0,1,2015,4,39.05252348,-77.05022782,0
2,3,0,9,4,10,4,1,8,1,1,12,12,18,9,1,1,45,0,0,2012,4,39.0575,-76.981725,1
2,3,0,14,2,0,1,5,10,1,2,12,12,18,13,0,0,10,0,0,2003,4,39.02149,-76.97703667,1
2,0,0,16,2,0,4,7,8,1,1,6,6,18,18,1,1,35,0,0,2006,4,39.05656333,-77.167865,0
2,3,8,16,2,6,4,1,8,1,1,13,13,18,9,4,4,40,0,0,1997,4,39.13202167,-76.934075,0
2,3,4,14,6,10,1,3,8,1,6,1,1,18,20,1,1,30,0,0,2018,4,38.98374842,-77.07704385,0
2,9,0,9,9,2,3,7,8,1,5,12,12,18,17,2,3,45,0,0,2005,4,39.03951132,-76.99771285,1
2,3,4,15,2,0,4,1,8,1,2,13,11,23,17,3,3,15,0,0,2011,4,39.17925333,-77.23577667,1
2,0,0,9,2,0,2,1,0,1,2,12,12,18,9,4,4,25,0,0,2001,4,39.05850016,-77.08335042,1
2,3,0,16,2,0,4,7,8,1,1,13,13,18,6,0,2,40,0,0,2012,4,39.090785,-77.04474,1
2,3,0,9,2,0,4,1,8,1,5,9,9,0,20,0,0,45,1,0,2004,4,39.15461667,-77.256885,0
1,3,0,4,2,0,1,7,8,2,1,10,10,18,9,1,1,40,0,0,2013,4,39.01965465,-77.1190922,0
1,0,0,14,7,7,1,1,8,3,1,6,6,21,9,2,2,25,0,0,2007,4,38.99720167,-77.03376833,1
1,3,3,14,2,0,4,7,8,1,2,3,3,18,9,0,0,30,0,0,2011,4,39.03995833,-77.05574833,0
1,0,8,15,2,0,4,1,8,4,2,12,12,14,0,2,2,25,0,0,2020,4,39.20373835,-77.25313106,1
2,9,0,9,6,10,4,1,8,1,2,12,12,18,17,1,1,40,0,0,1995,4,39.03268833,-77.00329333,1
2,0,0,14,3,0,4,1,8,1,5,13,13,5,9,1,0,15,0,0,2018,4,39.0236,-77.09361333,1
2,3,0,16,2,0,4,2,8,1,2,12,12,18,9,1,0,45,0,0,2014,4,39.048675,-77.08775,0
1,3,3,3,7,0,4,1,8,3,1,12,12,18,9,0,0,50,0,0,2015,4,39.18331333,-77.41660833,0
2,0,0,9,6,10,4,7,8,1,2,2,2,18,20,2,2,40,0,0,2012,4,39.11765667,-77.18341,0
2,0,8,16,6,10,4,0,3,2,5,12,12,18,9,0,0,30,0,0,2005,4,39.17746,-77.27690333,0
2,3,0,12,6,0,3,1,8,1,5,9,9,18,1,0,0,30,0,0,2013,4,39.17326,-77.27148333,1
2,3,0,9,6,10,1,1,8,1,5,9,9,18,20,4,4,40,0,0,1986,4,38.99583492,-76.99306861,0
2,3,0,14,2,0,4,6,8,1,2,6,6,18,5,2,2,40,0,0,2012,4,39.14295667,-77.00042667,1
2,3,3,16,2,0,4,7,10,1,5,6,6,0,9,1,1,35,0,0,2001,7,38.99454559,-77.21757167,1
2,3,0,9,2,0,4,1,8,1,5,12,12,18,0,1,1,5,0,0,2015,3,39.128055,-77.16499167,0
2,3,0,7,2,0,4,1,10,1,5,9,9,18,1,1,4,5,0,0,0,7,39.02353667,-76.97760333,1
2,0,0,14,2,0,4,1,8,1,2,3,3,23,9,1,1,25,0,0,2013,4,38.99981333,-77.07635667,1
1,3,6,9,2,0,4,2,8,1,5,12,12,18,18,1,1,30,0,0,2007,4,39.14800667,-77.06378667,1
2,4,8,4,2,0,1,1,8,1,2,1,1,18,20,1,1,25,1,0,2007,4,39.05776167,-77.126235,0
2,3,0,16,2,0,4,1,8,1,5,9,7,18,1,4,4,25,0,0,2002,4,39.17948667,-77.23816333,1
2,0,8,2,6,10,4,0,8,1,2,9,9,18,17,0,0,40,0,0,2002,4,39.10580167,-77.14533667,0
2,0,8,15,2,0,4,1,8,1,1,12,12,0,0,1,1,35,0,0,2019,4,39.03890667,-76.990775,1
1,0,3,12,6,10,4,1,8,2,2,13,2,18,9,4,4,35,0,0,2011,4,39.00812,-77.09484499999998,0
2,4,8,16,2,0,4,1,8,1,1,12,12,18,9,4,4,5,0,0,2008,4,39.14196333,-77.20070333,1
2,3,8,14,2,0,4,1,8,1,1,1,1,18,9,2,2,40,0,0,2014,4,39.04345,-77.06213667,0
2,3,0,16,2,0,4,1,8,1,1,2,2,18,13,1,1,50,0,0,2005,4,39.18299056,-77.11003866,0
1,1,3,0,6,10,4,1,8,1,1,4,4,18,20,1,1,25,0,0,2011,4,39.03087758,-77.08626329999998,0
1,4,4,5,2,0,1,7,8,2,2,9,12,18,21,4,4,30,0,1,2017,4,39.083146,-77.15799233,0
2,0,0,7,10,8,7,1,10,1,6,6,6,18,9,3,2,30,0,0,0,7,39.08110264,-76.93621516,1
1,0,0,7,2,0,4,6,8,1,3,12,12,18,20,4,4,25,0,0,2015,4,39.05556,-76.99408833,1
1,0,0,3,6,10,4,1,8,1,1,1,12,9,9,1,1,30,0,0,2019,4,39.19329817,-77.0409725,1
2,2,0,9,3,10,4,1,8,1,6,12,12,0,9,1,1,30,0,0,2008,4,39.012235,-77.13328833,1
2,3,4,14,2,0,1,1,8,1,5,10,10,26,17,1,1,30,0,0,2014,4,38.9804865,-77.07708967,1
2,3,0,9,2,0,3,1,8,1,2,9,9,18,17,0,0,20,0,1,2009,4,39.12007833,-76.98546,0
1,3,3,7,2,0,4,10,8,1,2,13,13,18,7,2,0,30,0,0,2003,4,38.94939833,-77.10125667,1
2,3,0,7,2,0,4,1,8,1,5,6,6,21,13,3,3,0,0,0,2014,4,39.20311333,-77.24795333,1
1,3,8,16,2,0,4,1,8,1,1,12,12,18,6,1,1,40,0,0,2006,4,39.10638167,-77.07869667,1
2,3,4,1,2,0,4,7,8,1,2,1,1,26,9,3,3,25,0,0,2011,4,39.07600243,-77.16233566,0
1,3,0,9,2,0,4,1,8,2,1,9,9,18,6,0,1,45,0,0,2013,4,39.26045667,-77.22298833,0
2,9,0,9,2,0,4,1,8,1,5,12,12,18,17,1,1,40,0,0,2015,4,39.02625833,-77.01063667,1
2,3,2,4,2,0,4,1,8,1,2,6,6,18,6,4,1,40,0,0,2013,4,39.10411167,-77.03945167,1
2,9,0,9,2,0,2,1,8,1,2,9,9,18,9,1,1,40,0,0,2003,4,39.02113333,-77.008215,0
2,4,3,17,3,0,1,0,10,1,6,15,15,18,21,2,2,25,0,0,0,7,39.14357287,-77.20200297,1
2,0,0,12,2,0,4,7,8,2,2,6,6,18,9,2,2,30,0,0,2014,4,39.02622167,-77.13899333,0
1,3,0,6,2,0,2,1,8,3,1,12,12,18,9,2,2,50,0,0,2016,4,39.15748667,-77.18826167,1
2,3,0,13,2,0,1,1,8,1,5,12,12,26,9,1,1,40,0,0,2008,4,39.056777,-77.073465,0
1,0,3,9,2,0,4,4,8,1,2,12,12,18,17,1,1,40,0,0,2008,4,39.103755,-77.19047333,1
1,3,0,16,6,10,4,7,8,3,2,1,1,18,16,2,2,40,0,0,2007,4,39.02477167,-77.12572667,0
1,0,3,7,6,10,1,7,8,1,5,13,13,18,20,4,4,30,0,0,2013,4,38.99088833,-77.01037,0
2,0,8,4,11,10,1,7,8,1,1,1,7,18,9,2,2,0,0,0,2006,4,38.95952,-77.07484667,0
2,3,4,7,10,0,0,1,10,1,5,12,12,18,20,2,2,30,1,0,2012,4,38.97719205,-77.07722157,0
2,3,6,9,2,0,4,1,8,1,1,12,12,18,9,1,1,40,0,0,2002,4,39.18324833,-77.25698333,1
2,4,3,2,2,10,4,9,8,1,2,12,12,10,18,0,0,45,0,0,2013,4,39.09971,-77.18482333,0
1,3,0,9,7,0,4,1,8,2,5,9,9,18,20,2,2,35,0,0,2013,4,39.11014,-77.16062167,0
2,3,0,7,2,0,4,1,10,1,2,12,12,1,21,4,4,0,1,0,1995,4,38.99636333,-77.03684833,1
2,6,9,9,2,5,4,1,8,1,5,9,9,18,11,1,0,45,0,0,2011,7,39.11990667,-77.201975,0
2,3,0,7,2,0,1,1,8,1,2,0,0,3,6,0,0,10,0,0,2019,4,39.03884732,-77.02997493,1
1,0,0,9,2,0,4,1,8,2,2,9,9,29,17,4,4,45,0,0,2008,4,38.99152667,-77.09827667,0
1,3,6,7,6,10,1,1,8,1,2,2,2,19,6,2,4,35,0,0,2017,4,39.14067024,-77.21424852,1
2,3,0,5,2,0,2,1,8,1,2,12,12,21,17,2,2,35,0,0,2008,4,39.19164909,-77.15221614,1
1,2,8,9,2,5,1,1,8,1,2,9,11,18,20,4,4,55,0,0,2018,4,39.01708667,-77.02582667,0
2,3,8,9,6,10,4,1,8,1,2,9,9,18,7,1,1,40,0,0,2007,4,39.069045,-77.12986667,0
1,3,0,15,2,0,4,1,8,2,1,12,12,27,9,1,1,30,0,0,2001,4,39.30438,-77.19748167,1
2,0,0,15,2,0,5,1,8,1,1,12,12,18,9,4,4,40,0,0,2016,4,39.091155,-77.06368833,1
2,8,8,9,6,10,4,1,8,1,1,12,12,18,17,4,4,40,0,0,2010,4,39.17490667,-77.25952833,1
2,0,0,14,11,0,4,7,8,1,5,11,11,26,9,1,1,25,0,0,2016,4,38.99441842,-77.02794403,1
0,0,0,9,2,0,4,2,8,1,2,9,9,18,17,0,0,30,0,0,2018,4,39.03167667,-77.17797833,0
2,3,8,15,2,0,2,1,8,1,1,12,12,0,9,0,0,35,0,0,2006,4,39.15379667,-77.068175,1
2,0,3,15,3,4,4,1,8,1,2,10,10,23,9,2,2,45,0,0,2002,4,39.15413167,-77.14187167,1
2,3,4,7,2,0,4,1,8,1,5,1,1,18,9,2,2,25,0,0,2017,7,38.98213667,-77.00362667,0
2,3,0,9,10,10,1,1,8,1,5,9,9,0,17,0,0,35,0,0,2013,4,39.02587667,-77.21957667,0
2,0,0,15,2,0,4,1,8,1,0,12,12,18,9,0,0,25,0,0,2007,4,39.02240741,-76.99226663,1
2,3,8,4,6,10,4,7,8,1,1,12,12,18,9,2,2,45,0,1,2003,4,39.20063,-77.24534833,0
2,3,1,9,10,10,4,1,8,1,2,9,9,18,6,4,1,45,0,1,2003,4,39.01830719,-77.0441334,0
2,3,8,9,6,9,4,7,8,1,2,9,12,25,20,4,4,45,0,0,2013,4,38.982565,-77.136375,0
2,3,0,13,6,4,4,1,8,1,5,8,8,18,17,2,2,0,0,1,2017,4,39.05649,-76.95603,0
2,0,0,16,2,10,1,7,8,2,1,0,0,18,9,2,2,25,0,0,2002,4,38.99835833,-77.09673667,1
2,0,0,16,2,0,5,7,1,1,2,1,1,18,6,0,2,45,0,0,2015,4,39.11414838,-77.20983267,1
1,3,8,16,9,10,4,7,8,1,1,12,12,18,9,1,1,35,0,0,2016,4,39.14795139,-77.2180751,0
2,3,1,14,2,0,1,7,8,1,5,2,2,26,9,2,2,35,0,0,2019,4,38.998967,-77.09699983,1
2,3,0,14,2,0,4,3,8,1,5,2,2,18,17,1,1,15,0,1,2019,4,39.04177620000001,-77.05202395,1
1,0,0,4,2,0,6,6,8,1,1,12,2,18,9,1,1,15,0,0,2017,2,38.99932,-77.11126999999998,1
2,3,0,7,2,0,4,1,8,1,5,5,6,29,8,1,2,20,0,0,2005,4,39.04928833,-76.97853833,1
1,3,0,16,2,0,4,6,8,3,1,13,13,18,9,1,1,40,0,0,2015,4,39.01957667,-77.12145333,0
0,3,0,9,2,0,4,7,8,3,1,9,9,18,20,4,4,45,0,0,2000,4,39.06891311,-77.10436821,0
1,3,8,4,2,0,4,1,8,1,5,13,13,18,6,4,1,40,0,1,3003,4,39.08523833,-77.07874667,1
1,3,0,9,2,0,4,10,8,1,2,12,12,19,17,2,1,50,0,0,2001,4,39.13050667,-77.19706500000002,1
1,3,0,16,2,0,4,6,8,1,5,6,6,7,20,2,2,5,0,0,2013,4,39.17861167,-77.23893167,0
2,3,8,9,2,0,5,7,10,1,2,1,12,27,17,0,1,35,0,0,0,7,39.14238036,-77.22021315,1
2,3,9,7,1,0,4,1,10,1,1,15,15,18,0,3,4,0,0,0,2003,7,39.08161333,-77.020385,1
2,3,0,9,2,0,4,7,8,1,1,6,6,18,17,1,1,40,0,0,2011,4,39.040045,-77.10947333,1
2,3,6,9,6,10,4,1,8,1,2,2,9,24,17,0,0,35,0,0,2007,4,39.11342767,-77.23648183,0
1,0,3,2,8,0,4,6,8,3,1,12,12,18,7,1,0,40,0,0,2011,4,39.11697667,-77.24954,1
1,0,0,14,2,0,4,1,8,1,5,8,8,24,2,1,1,35,0,0,2008,4,39.16659,-77.20513833,1
1,0,0,4,2,0,1,7,8,1,1,12,1,18,6,2,1,35,0,0,2018,4,39.11312833,-76.93058491,1
2,3,3,16,2,0,1,7,8,1,2,12,12,18,7,2,0,35,0,0,2010,4,39.10877333,-77.07644499999998,1
2,4,4,4,2,9,4,7,8,1,1,12,12,18,9,0,0,40,0,0,2015,4,39.06677083,-77.15401808,0
1,4,4,2,2,0,1,7,6,2,1,6,6,1,2,0,0,35,0,0,2005,4,39.05867615,-77.11887896,0
2,3,0,7,2,1,4,7,8,1,5,12,12,18,20,4,2,35,1,0,2014,4,39.05779667,-77.07340833,0
2,3,1,15,2,0,1,7,8,1,2,1,1,21,9,4,4,35,0,0,2013,4,38.96272833,-77.10090667,0
1,3,3,9,2,0,4,7,8,2,2,9,9,18,8,1,1,35,0,0,1994,4,39.14962167,-77.21528167,0
1,3,6,14,2,0,4,1,8,2,2,10,10,19,11,1,1,35,0,0,2016,4,39.01279333,-77.04162667,0
1,3,0,16,6,10,1,7,6,1,3,10,10,18,6,0,2,25,0,0,1999,4,39.03867825,-77.05076723,1
2,9,0,9,2,0,4,7,8,1,1,12,12,18,9,1,1,50,0,0,2005,4,39.0729,-76.95579167,1
1,3,0,9,2,0,1,7,8,3,5,9,12,18,17,1,1,40,0,0,1999,6,39.170579,-77.262919,0
1,2,3,9,2,0,4,1,8,3,1,12,9,18,17,2,2,55,0,0,2007,4,39.14843398,-77.21678495,1
1,0,0,9,2,10,4,7,8,1,5,9,9,18,20,0,0,30,0,0,2019,4,38.980745,-77.09609833,0
1,3,0,9,2,0,4,1,8,2,1,9,9,18,20,1,2,40,0,0,2005,4,39.18983167,-77.15182833,0
2,9,0,16,2,0,4,5,8,1,2,12,12,18,0,1,1,50,0,0,2008,4,39.06799167,-76.958955,0
2,3,0,2,2,7,2,2,8,1,5,1,1,18,0,2,0,40,0,0,2006,7,39.03197833,-76.9849,0
1,0,3,1,6,10,5,0,8,2,1,12,12,19,9,4,4,40,0,0,2011,4,39.03567794,-77.02592969,0
2,0,0,9,1,0,1,7,8,1,5,12,12,18,20,1,1,35,0,0,2013,4,39.12083,-77.15789833,0
2,0,0,9,2,0,4,7,8,1,2,9,9,18,20,0,0,40,0,0,2011,4,39.09259333,-77.19475333,0
2,4,4,16,1,1,1,7,8,2,5,12,12,15,20,4,4,25,0,0,2002,4,39.084715,-77.13546833,0
2,3,0,16,2,0,4,1,8,1,5,9,9,12,1,0,0,25,0,0,2018,4,38.996253,-77.06375483,0
2,8,4,14,2,0,4,1,8,1,3,10,10,19,9,2,2,25,0,0,2012,4,39.0721814,-77.1310897,1
2,3,0,1,2,0,4,1,8,1,5,8,8,18,9,2,2,35,0,0,2007,4,39.05364333,-77.05011333,1
1,0,0,7,2,0,4,1,8,1,3,10,10,18,2,0,0,25,1,0,2010,4,39.00507167,-77.13367833,1
2,3,0,15,2,0,6,1,8,1,3,12,12,20,17,4,4,0,0,0,2008,4,39.184665,-77.26295,1
2,4,1,14,2,0,4,6,8,1,5,12,12,18,18,0,0,25,0,0,2007,4,39.08350532,-77.15020179999998,1
2,3,0,7,2,0,4,1,8,1,6,2,2,18,21,3,3,0,0,0,0,4,39.187258,-77.28177686,1
2,3,0,14,2,0,4,1,8,1,2,1,1,17,9,1,1,45,0,0,2011,4,39.08764422,-77.07946658,1
2,3,0,9,2,0,4,7,8,1,2,9,9,18,17,4,0,40,0,0,2007,4,39.13423,-77.12277333,0
1,3,3,14,2,0,4,1,8,1,2,10,10,18,15,1,1,45,0,0,1955,4,39.08569333,-77.07877833,1
2,3,0,9,2,0,4,1,8,1,2,12,12,29,17,4,4,30,1,0,2011,4,39.19060967,-77.1505625,1
1,3,0,9,2,0,4,1,8,2,1,12,12,18,17,0,2,40,0,1,2012,4,39.22457333,-77.17663167,1
1,3,4,16,2,0,1,1,8,1,1,12,12,18,6,4,1,35,0,0,2006,4,38.99304167,-76.99134667,1
2,3,0,16,2,0,1,1,8,1,5,11,11,20,0,4,4,30,0,0,2013,4,38.99477281,-76.97746833,0
2,3,0,0,2,0,4,1,8,1,2,12,12,18,20,1,1,25,0,0,2009,4,39.021757,-77.186323,0
1,3,0,4,3,0,4,7,8,1,1,8,12,18,6,2,4,35,0,0,2005,4,39.05292,-77.077075,1
2,9,0,9,2,0,4,1,8,1,5,9,9,18,17,1,1,45,0,0,2021,4,39.04042333,-76.996245,0
2,3,0,16,2,0,1,1,8,1,5,9,9,18,20,1,1,35,0,0,2016,4,39.04852,-77.05177333,0
2,3,0,9,2,0,4,7,8,1,2,9,9,19,17,1,1,35,0,0,2017,4,39.043625,-77.11111017,0
1,0,0,7,3,0,4,7,8,1,1,10,10,18,0,4,4,40,0,0,2000,4,39.0665777,-77.03016337,1
1,6,0,16,2,0,4,6,8,2,1,4,4,0,9,0,1,35,0,0,2012,4,38.98823717,-77.0752955,0
2,3,0,9,2,0,4,1,8,1,1,12,12,18,17,0,0,40,0,0,1999,4,39.05009333,-77.07210667,1
2,3,8,16,2,0,4,7,8,1,2,1,1,0,6,2,4,35,0,0,2008,4,39.08906167,-77.15122333,0
2,2,3,14,2,0,4,1,10,0,2,1,10,18,9,1,3,40,0,0,2015,4,39.01796167,-77.01367833,1
2,3,0,16,2,0,4,1,8,1,5,0,0,18,12,1,1,25,0,1,2016,4,38.99800667,-76.99872333,0
1,0,0,4,3,0,4,8,8,2,2,12,12,18,9,0,0,30,0,0,1997,4,39.03862333,-77.07629667,0
1,9,0,7,2,0,1,7,8,2,1,9,9,0,20,1,1,50,0,0,2013,4,39.05742,-76.96912667,0
1,3,8,15,6,10,4,1,8,2,1,12,12,18,9,4,4,50,0,0,1992,4,39.18097167,-77.10585333,1
2,3,0,1,2,0,4,7,2,1,2,4,6,18,6,4,1,25,0,0,2006,4,38.98519833,-77.092665,0
2,3,0,16,2,0,5,1,8,1,1,1,1,0,4,4,4,5,0,0,2015,4,39.20797667,-77.27421,1
2,1,0,15,3,0,4,1,8,1,2,3,3,2,7,2,0,30,0,0,2003,4,39.0123,-77.090485,1
2,3,0,9,2,0,4,1,8,1,2,9,9,18,17,4,4,35,0,0,2013,4,39.09991217,-77.098285,0
2,0,0,9,6,10,5,7,8,1,2,9,9,18,20,4,3,45,0,0,1998,4,38.98740333,-77.14556,0
2,2,6,9,2,0,4,1,10,1,5,12,12,18,9,1,1,55,0,0,2008,7,38.97327667,-77.178565,1
0,3,0,9,6,0,1,1,8,3,1,12,12,18,9,4,4,25,0,0,1995,4,39.07757,-77.04043833,1
1,3,0,16,6,10,1,7,8,2,1,12,12,18,9,0,0,25,0,0,2009,4,38.99259833,-77.09705667,1
2,3,3,9,6,10,4,3,8,1,2,12,12,20,17,4,4,35,0,0,2017,4,39.1087018,-76.94445951,1
2,0,0,16,2,0,4,9,8,1,1,12,12,18,0,2,2,25,0,0,1999,4,39.04498833,-77.05741667,1
1,3,0,16,2,0,1,7,8,1,1,3,3,18,9,2,2,35,0,0,2009,4,38.99964833,-77.0769,1
2,3,8,9,2,0,4,0,3,1,2,9,9,18,0,4,4,40,0,0,2013,4,39.103605,-77.19047167,0
2,7,4,9,2,6,4,1,8,1,1,12,12,21,17,1,1,40,0,0,2008,4,39.129795,-77.22766667,1
1,0,0,14,3,0,4,1,8,3,2,10,10,12,6,0,2,30,0,0,2011,4,39.159475,-77.18586167,0
2,0,0,17,2,0,1,1,8,1,1,10,8,18,12,4,0,15,0,0,2005,4,39.118065,-77.02039333,0
2,3,0,7,2,0,0,7,8,1,3,1,1,26,9,1,1,35,0,0,2011,4,39.03241833,-77.04836999999998,1
2,0,0,7,6,10,4,1,8,1,5,13,13,21,17,1,1,30,0,0,2015,4,38.99668316,-77.00195252,1
2,0,0,15,6,10,4,10,8,1,1,1,1,18,10,0,1,35,0,0,2009,4,39.09300333,-77.046645,1
2,0,0,3,2,7,3,1,6,1,1,12,1,18,9,3,2,25,0,0,2013,4,39.21252,-77.20470833,0
2,0,0,14,2,0,4,1,8,1,2,6,6,18,9,2,2,25,0,0,2014,4,39.06482833,-77.091325,0
2,3,0,16,2,0,4,1,0,1,5,1,1,18,9,1,1,5,0,0,2014,4,39.07958,-77.07972333,0
1,0,3,14,2,0,4,1,8,1,5,10,10,18,9,0,0,35,0,0,2014,4,39.1698,-77.08172333,0
2,2,6,14,2,0,4,1,8,1,5,3,3,18,2,0,0,55,0,0,2011,4,39.01001,-77.08904,1
1,0,0,3,2,0,4,7,8,3,5,12,12,18,9,4,1,30,0,0,2006,4,39.04598697,-77.03226775,0
2,9,0,14,6,10,1,1,8,1,5,13,13,18,9,1,1,40,0,0,2012,4,39.02148428,-77.01188564,0
2,3,0,9,2,0,2,1,8,1,2,9,9,18,17,1,1,50,0,0,2007,4,39.1226861,-77.27394819,0
2,3,0,13,2,0,4,1,8,1,2,2,2,18,2,1,1,30,0,0,2009,4,39.05526667,-77.04960667,1
1,0,3,12,2,0,4,1,8,3,1,15,11,14,9,4,4,35,0,0,2000,4,39.09577,-77.00274667,0
2,0,0,14,2,8,2,1,8,1,5,6,6,19,13,1,1,15,0,0,2013,7,39.00897667,-76.98413167,1
2,3,0,16,6,10,1,1,8,1,2,2,2,18,6,4,2,35,0,0,2006,4,39.111015,-76.93269000000002,1
1,3,0,9,2,0,4,10,8,3,5,9,9,18,21,2,1,45,0,0,2005,4,39.14069167,-77.07985667,0
2,0,3,15,6,10,1,1,1,1,1,12,12,18,9,1,1,40,0,0,2003,4,39.15305983,-77.14164583,1
2,3,4,16,2,0,4,6,8,1,1,6,11,18,9,2,2,35,0,0,2000,4,39.14644333,-77.20479717,0
2,2,3,9,3,0,4,1,8,1,2,9,9,18,17,0,0,55,0,0,2009,4,39.01875333,-76.97565667,0
2,0,3,15,2,0,2,1,8,1,1,12,12,18,9,4,1,35,0,0,2009,4,39.27409667,-76.93203092,1
1,0,0,16,2,0,4,1,8,2,2,4,4,18,8,2,4,30,0,0,2017,4,39.16914833,-77.20936,1
1,3,0,9,2,10,4,1,8,3,2,9,14,18,17,2,2,50,0,0,2011,4,39.13056687,-77.07104042,0
2,4,4,6,2,0,7,1,10,1,6,15,3,18,0,2,2,25,0,0,0,7,39.0293847,-77.07087144,1
2,0,0,8,4,10,4,7,8,0,1,12,12,18,6,0,2,45,0,0,2010,4,39.128505,-77.20576,0
1,4,4,4,2,0,4,1,8,3,1,12,12,18,9,1,1,30,0,0,1993,4,39.15288333,-77.20878499999998,0
2,9,6,9,2,0,1,1,8,1,1,9,9,18,9,2,2,40,0,0,2011,4,39.10753833,-76.93181,0
2,3,6,4,2,0,4,10,8,4,1,9,9,18,3,2,2,35,0,0,2013,4,39.01675833,-76.97768,0
2,0,0,15,6,10,4,7,8,1,1,12,12,13,21,2,2,40,0,0,2008,4,39.025735,-77.13649833,1
1,3,0,16,6,10,4,7,8,2,1,12,12,0,0,4,4,35,0,0,2000,4,39.15204,-77.172555,0
1,0,3,11,2,0,4,7,8,1,2,9,9,18,18,2,0,35,0,0,2011,4,39.198295,-77.24521667,0
2,3,0,9,2,0,4,1,10,1,5,1,1,18,9,0,0,40,0,0,2005,7,38.9939473,-77.10128809999998,1
1,3,8,16,3,0,4,1,8,1,2,9,9,19,0,0,0,15,0,0,2011,4,39.09124891,-77.06660807,1
2,3,0,15,3,0,7,1,10,1,2,1,1,0,9,2,2,0,0,0,2016,7,39.22737667,-77.28323499999998,1
2,4,0,9,2,0,4,1,8,1,1,12,12,23,9,1,1,25,0,0,2013,4,39.02030065,-77.11267233,1
2,3,8,16,2,0,4,6,7,1,1,12,12,18,9,2,2,40,0,0,2006,4,39.09234333,-77.02949,0
2,0,0,9,2,0,1,6,8,1,1,12,12,18,4,0,0,35,0,0,2011,4,39.17253667,-77.20142667,1
2,3,0,16,2,0,4,6,8,1,1,10,10,18,9,2,2,40,0,0,2008,4,39.05070167,-77.11528167,0
2,9,1,9,2,0,1,1,1,3,1,12,12,18,17,1,1,35,0,0,2011,5,39.00811167,-77.01938167,1
1,3,0,9,3,10,4,1,8,1,5,9,9,29,17,2,2,45,0,0,2008,4,39.12877167,-77.168265,0
1,3,8,16,2,10,4,10,8,1,1,11,11,18,6,0,0,35,0,0,2007,4,39.14743,-77.21762833,1
2,3,0,15,10,0,1,1,8,1,1,6,11,18,9,1,1,35,0,0,2018,4,39.02621333,-77.04271727,1
1,9,0,9,2,0,4,9,8,1,5,9,9,18,17,4,1,35,0,0,2015,4,39.01107,-77.01719333,0
2,3,0,9,2,0,1,1,8,1,5,9,9,18,17,1,1,15,0,0,2014,4,39.00236667,-76.98602667,0
2,9,8,9,2,0,4,7,0,1,1,12,12,0,9,2,2,35,0,0,2017,4,39.02046111,-77.01266903,1
2,3,0,16,6,10,1,6,8,1,5,12,12,18,6,1,1,30,0,0,2015,4,39.15622333,-77.05841333,1
2,2,8,9,2,10,4,1,8,1,2,12,12,18,17,0,0,55,0,0,2016,4,39.01874833,-77.10627167,0
1,0,0,16,3,0,4,6,3,1,5,12,12,18,9,0,2,25,0,0,2008,4,39.05344618,-77.06101294,0
2,3,6,9,6,10,4,7,8,1,1,12,12,18,16,2,2,30,0,0,1997,4,39.01305,-77.04183833,1
1,3,0,4,6,10,1,1,8,2,1,12,12,18,9,1,1,35,0,0,2,4,39.11447875,-77.16413587,0
2,3,0,16,2,10,1,6,8,1,1,12,12,18,6,0,2,35,0,0,2009,4,39.04691333,-77.06759833,1
1,0,8,9,2,0,4,0,8,1,1,12,12,22,17,4,4,45,0,0,2004,4,39.030005,-77.11279499999998,1
1,3,4,9,2,0,4,7,8,2,1,9,9,18,2,1,1,40,0,0,2002,4,39.06662333,-77.12802167,0
2,3,3,4,2,0,1,7,8,1,2,6,6,29,6,1,4,35,0,0,2006,4,38.99454,-77.03647667,1
2,3,3,9,2,0,1,1,8,1,1,12,12,0,9,1,1,40,0,0,2006,4,39.021475,-77.12278,1
2,3,0,7,2,0,4,10,8,1,6,15,15,18,21,3,3,10,0,0,0,7,39.037894,-77.058852,1
2,3,9,12,6,10,4,1,8,1,2,8,13,18,9,2,2,40,0,0,2010,4,39.04517768,-76.99242353,1
1,0,0,16,2,0,5,1,8,2,1,1,1,18,9,0,0,45,0,0,1998,4,39.06881628,-77.01497823,0
1,0,0,16,2,0,4,6,8,2,1,10,10,18,6,1,1,35,0,0,2914,4,39.17059278,-77.19683737,1
